category,content
sport," Real Madrid are closing in on a £2m deal for Everton's Thomas Gravesen after the Dane's agent travelled to Spain to hold talks about a move.  John Sivabaek told BBC Sport: ""I'm here to listen to what Real have to say. Nothing has been agreed"
tech, The world's first digital cinema network will be established in the UK over the next 18 months.  The UK Film Council has awarded a contract worth £11.5m to Arts Alliance Digital Cinema (AADC)
tech, Making games for future consoles will require more graphic artists and more money
politics, Charles Kennedy is set to address 2
entertainment, British film director Sir Alan Parker has been made an officer in the Order of Arts and Letters
politics," The question to be asked in the referendum on the EU Constitution has been unveiled by the government.  It will be: ""Should the United Kingdom approve the treaty establishing a constitution for the European Union?"" The constitution will be incorporated into UK law if there is a yes vote in the referendum"
sport," Andre Agassi's involvement in the Australian Open was put in doubt after he pulled out of the Kooyong Classic with a hip injury.  Agassi was serving at 5-6 down in the first set to fellow American Andy Roddick when he decided to bring a premature end to the match. ""My hip was cramping and I just could not continue"
entertainment, South West teenage singing sensation
entertainment, Hollywood stars including Spike Lee
sport," Manchester United manager Sir Alex Ferguson said he has no regrets after his second-string side lost 3-0 away at Fenerbahce in the Champions League.  Ferguson said: ""The good thing about being manager is that you are in control of which team to pick. ""I care about United"
sport, Zambia's technical director
politics, Tony Blair's feud with Gordon Brown is damaging the way the UK is governed
entertainment, DJ duo JK and Joel are taking over BBC Radio 1's flagship chart show on Sunday
politics, A cap on donations to political parties should not be introduced yet
sport, One game into his Six Nations career
tech, The web is helping aid agencies gather resources to help cope with the aftermath of the tsunami disaster.  Many people are making donations via websites or going online to see how they can get involved with aid efforts. High-profile web portals such as Google
sport, Referee Graham Poll said he applied the laws of the game in allowing Arsenal striker Thierry Henry's free-kick in Sunday's 2-2 draw with Chelsea.  Keeper Petr Cech was organising his defensive wall when Henry's quick free-kick flew in
politics, David Blunkett - who has resigned as home secretary - built his reputation as a plain-speaking Yorkshire man.      I fell in love with someone and they wouldn't go public and things started to go very badly wrong in the summer
business," Shares in Cairn Energy have jumped 6% after the firm said an Indian oilfield was larger than previously thought.  Cairn said drilling to the north-west of its development site in Rajasthan had produced ""very strong results"". The company also said it now believed the development area would be able to produce oil for more than 25 years. Cairn's share price rose 300% last year after a number of oil finds"
politics, An inquiry is under way after files containing security details about the Pakistani president's visit to London were found by a member of the public.  The files are believed to contain detailed security arrangements for Gen Pervez Musharraf's visit this week
sport, Everton striker James Beattie has been declared fit for training on Tuesday
